,output
249137,0
249138,0
249139,0
249140,1
249141,0
249142,1
249143,1
249144,1
249145,0
249146,0
249147,1
249148,0
249149,1
249150,1
249151,0
249152,0
249153,0
249154,1
249155,1
249156,1
249157,0
249158,0
249159,0
249160,0
249161,1
249162,0
249163,1
249164,0
249165,0
249166,0
249167,1
249168,0
249169,0
249170,1
249171,0
249172,0
249173,1
249174,1
249175,0
249176,0
249177,1
249178,0
249179,0
249180,0
249181,0
249182,0
249183,0
249184,1
249185,0
249186,1
249187,0
249188,1
249189,0
249190,0
249191,1
249192,1
249193,0
249194,0
249195,1
249196,1
249197,1
249198,1
249199,0
249200,1
249201,0
249202,0
249203,1
249204,0
249205,1
249206,1
249207,0
249208,0
249209,0
249210,1
249211,1
249212,0
249213,1
249214,0
249215,0
249216,1
249217,1
249218,0
249219,1
249220,1
249221,0
249222,0
249223,1
249224,0
249225,0
249226,1
249227,0
249228,1
249229,1
249230,0
249231,0
249232,1
249233,1
249234,0
249235,0
249236,0
249237,0
249238,1
249239,1
249240,1
249241,1
249242,0
249243,0
249244,0
249245,1
249246,1
249247,0
249248,1
249249,0
249250,1
249251,0
249252,1
249253,1
249254,0
249255,0
249256,0
249257,0
249258,0
249259,1
249260,1
249261,0
249262,1
249263,0
249264,1
249265,0
249266,0
249267,0
249268,0
249269,1
249270,0
249271,1
249272,1
249273,0
249274,1
249275,1
249276,0
249277,1
249278,0
249279,0
249280,0
249281,1
249282,1
249283,1
249284,0
249285,0
249286,1
249287,1
249288,1
249289,1
249290,0
249291,0
249292,1
249293,0
249294,0
249295,1
249296,1
249297,1
249298,1
249299,0
249300,0
249301,1
249302,0
249303,0
249304,0
249305,1
249306,1
249307,1
249308,0
249309,1
249310,0
249311,1
249312,1
249313,0
249314,0
249315,0
249316,0
249317,0
249318,0
249319,1
249320,0
249321,1
249322,0
249323,1
249324,0
249325,0
249326,0
249327,0
249328,1
249329,1
249330,0
249331,1
249332,1
249333,0
249334,1
249335,1
249336,1
249337,1
249338,0
249339,1
249340,0
249341,1
249342,1
249343,0
249344,1
249345,0
249346,1
249347,1
249348,0
249349,1
249350,1
249351,0
249352,1
249353,0
249354,0
249355,0
249356,1
249357,1
249358,1
249359,1
249360,1
249361,1
249362,0
249363,0
249364,0
249365,1
249366,0
249367,0
249368,1
249369,1
249370,0
249371,0
249372,0
249373,1
249374,1
249375,0
249376,1
249377,0
249378,0
249379,1
249380,1
249381,1
249382,0
249383,0
249384,0
249385,0
249386,1
249387,0
249388,0
249389,1
249390,0
249391,0
249392,1
249393,0
249394,0
249395,0
249396,0
249397,0
249398,1
249399,0
249400,0
249401,0
249402,0
249403,0
249404,0
249405,1
249406,1
249407,0
249408,0
249409,1
249410,1
249411,0
249412,0
249413,0
249414,0
249415,0
249416,1
249417,1
249418,1
249419,0
249420,0
249421,1
249422,1
249423,0
249424,0
249425,1
249426,1
249427,0
249428,0
249429,0
249430,0
249431,1
249432,0
249433,0
249434,1
249435,0
249436,1
249437,0
249438,1
249439,0
249440,0
249441,1
249442,0
249443,1
249444,0
249445,0
249446,0
249447,1
249448,1
249449,1
249450,0
249451,0
249452,1
249453,1
249454,0
249455,0
249456,0
249457,0
249458,0
249459,0
249460,0
249461,0
249462,1
249463,0
249464,0
249465,1
249466,1
249467,1
249468,1
249469,0
249470,0
249471,1
249472,1
249473,1
249474,0
249475,1
249476,0
249477,1
249478,0
249479,0
249480,1
249481,0
249482,0
249483,1
249484,1
249485,1
249486,1
249487,0
249488,0
249489,1
249490,0
249491,0
249492,1
249493,0
249494,1
249495,1
249496,1
249497,1
249498,1
249499,0
249500,1
249501,1
249502,1
249503,0
249504,0
249505,1
249506,0
249507,1
249508,0
249509,1
249510,0
249511,0
249512,1
249513,0
249514,1
249515,0
249516,0
249517,0
249518,0
249519,0
249520,0
249521,0
249522,0
249523,0
249524,0
249525,1
249526,1
249527,0
249528,1
249529,1
249530,1
249531,0
249532,0
249533,1
249534,0
249535,0
249536,0
249537,1
249538,1
249539,0
249540,0
249541,0
249542,0
249543,1
249544,1
249545,0
249546,1
249547,1
249548,1
249549,0
249550,0
249551,0
249552,0
249553,0
249554,0
249555,1
249556,0
249557,0
249558,1
249559,0
249560,1
249561,1
249562,0
249563,0
249564,0
249565,0
249566,0
249567,0
249568,1
249569,1
249570,1
249571,0
249572,0
249573,0
249574,0
249575,1
249576,0
249577,0
249578,0
249579,1
249580,0
249581,0
249582,0
249583,0
249584,0
249585,0
249586,0
249587,0
249588,1
249589,1
249590,1
249591,0
249592,0
249593,0
249594,1
249595,0
249596,0
249597,1
249598,1
249599,1
249600,0
249601,1
249602,1
249603,1
249604,0
249605,1
249606,1
249607,1
249608,1
249609,0
249610,1
249611,0
249612,1
249613,0
249614,0
249615,1
249616,1
249617,0
249618,1
249619,1
249620,1
249621,1
249622,1
249623,0
249624,0
249625,1
249626,0
249627,1
249628,1
249629,1
249630,1
249631,0
249632,1
249633,0
249634,0
249635,0
249636,0
249637,0
249638,0
249639,0
249640,0
249641,0
249642,0
249643,0
249644,0
249645,1
249646,0
249647,1
249648,0
249649,1
249650,0
249651,0
249652,1
249653,1
249654,0
249655,0
249656,0
249657,1
249658,1
249659,0
249660,1
249661,1
249662,0
249663,1
249664,1
249665,1
249666,0
249667,1
249668,1
249669,1
249670,0
249671,1
249672,0
249673,0
249674,1
249675,0
249676,0
249677,0
249678,1
249679,0
249680,0
249681,1
249682,0
249683,0
249684,0
249685,1
249686,1
249687,0
249688,0
249689,0
249690,0
249691,0
249692,1
249693,0
249694,1
249695,1
249696,0
249697,0
249698,1
249699,1
249700,0
249701,0
249702,1
249703,1
249704,0
249705,0
249706,0
249707,1
249708,0
249709,1
249710,0
249711,1
249712,0
249713,0
249714,0
249715,0
249716,1
249717,1
249718,0
249719,0
249720,1
249721,1
249722,0
249723,1
249724,1
249725,1
249726,1
249727,0
249728,1
249729,0
249730,0
249731,1
249732,1
249733,1
249734,0
249735,1
249736,1
249737,1
249738,0
249739,1
249740,1
249741,0
249742,1
249743,0
249744,0
249745,0
249746,0
249747,1
249748,0
249749,1
249750,0
249751,1
249752,1
249753,0
249754,0
249755,0
249756,1
249757,1
249758,0
249759,0
249760,0
249761,1
249762,0
249763,1
249764,0
249765,1
249766,1
249767,0
249768,1
249769,1
249770,1
249771,0
249772,0
249773,0
249774,1
249775,1
249776,0
249777,1
249778,0
249779,0
249780,0
249781,0
249782,0
249783,0
249784,0
249785,0
249786,0
249787,1
249788,0
249789,1
249790,0
249791,1
249792,0
249793,1
249794,0
249795,0
249796,0
249797,0
249798,1
249799,1
249800,1
249801,1
249802,0
249803,0
249804,1
249805,1
249806,0
249807,1
249808,1
249809,0
249810,1
249811,0
249812,0
249813,0
249814,1
249815,1
249816,0
249817,0
249818,1
249819,0
249820,0
249821,0
249822,0
249823,1
249824,1
249825,0
249826,0
249827,0
249828,1
249829,1
249830,0
249831,1
249832,0
249833,0
249834,1
249835,1
249836,0
249837,0
249838,1
249839,1
249840,1
249841,1
249842,0
249843,1
249844,0
249845,1
249846,1
249847,1
249848,1
249849,1
249850,0
249851,0
249852,0
249853,0
249854,1
249855,1
249856,1
249857,0
249858,0
249859,1
249860,1
249861,0
249862,0
249863,1
249864,0
249865,1
249866,0
249867,1
249868,0
249869,0
249870,0
249871,0
249872,1
249873,1
249874,1
249875,0
249876,0
249877,1
249878,1
249879,1
249880,0
249881,1
249882,1
249883,1
249884,1
249885,1
249886,0
249887,0
249888,1
249889,0
249890,0
249891,0
249892,0
249893,0
249894,0
249895,0
249896,0
249897,1
249898,1
249899,1
249900,1
249901,1
249902,0
249903,0
249904,1
249905,0
249906,0
249907,1
249908,0
249909,0
249910,0
249911,0
249912,1
249913,0
249914,1
249915,1
249916,0
249917,1
249918,1
249919,1
249920,1
249921,0
249922,0
249923,1
249924,1
249925,0
249926,0
249927,0
249928,0
249929,0
249930,0
249931,0
249932,1
249933,0
249934,1
249935,1
249936,1
249937,1
249938,0
249939,1
249940,0
249941,1
249942,0
249943,0
249944,0
249945,0
249946,1
249947,1
249948,1
249949,1
249950,1
249951,1
249952,0
249953,0
249954,0
249955,0
249956,1
249957,0
249958,1
249959,0
249960,0
249961,1
249962,1
249963,0
249964,1
249965,1
249966,1
249967,1
249968,1
249969,0
249970,1
249971,0
249972,0
249973,0
249974,0
249975,0
249976,0
249977,1
249978,1
249979,0
249980,0
249981,0
249982,1
249983,1
249984,1
249985,1
249986,1
249987,1
249988,1
249989,1
249990,0
249991,1
249992,1
249993,0
249994,0
249995,1
249996,0
249997,1
249998,0
249999,0
250000,1
250001,0
250002,1
250003,0
250004,0
250005,0
250006,1
250007,1
250008,0
250009,0
250010,0
250011,1
250012,0
250013,1
250014,0
250015,1
250016,0
250017,0
250018,0
250019,0
250020,1
250021,0
250022,1
250023,0
250024,1
250025,1
250026,0
250027,1
250028,0
250029,1
250030,1
250031,1
250032,0
250033,0
250034,0
250035,1
250036,1
250037,1
250038,0
250039,0
250040,1
250041,0
250042,1
250043,0
250044,1
250045,0
250046,0
250047,1
250048,0
250049,1
250050,0
250051,1
250052,0
250053,0
250054,1
250055,0
250056,0
250057,1
250058,0
250059,1
250060,1
250061,0
250062,0
250063,1
250064,0
250065,1
250066,0
250067,1
250068,0
250069,0
250070,0
250071,0
250072,1
250073,1
250074,1
250075,1
250076,1
250077,1
250078,0
250079,1
250080,1
250081,0
250082,1
250083,0
250084,0
250085,1
250086,0
250087,0
250088,0
250089,0
250090,0
250091,0
250092,0
250093,1
250094,0
250095,1
250096,0
250097,0
250098,1
250099,0
250100,0
250101,1
250102,0
250103,1
250104,0
250105,0
250106,0
250107,1
250108,1
250109,0
250110,0
250111,0
250112,0
250113,0
250114,1
250115,1
250116,1
250117,0
250118,1
250119,1
250120,0
250121,1
250122,0
250123,1
250124,0
250125,0
250126,0
250127,0
250128,0
250129,1
250130,0
250131,0
250132,0
250133,1
250134,1
250135,1
250136,0
250137,0
250138,0
250139,0
250140,0
250141,1
250142,0
250143,1
250144,1
250145,0
250146,0
250147,0
250148,1
250149,0
250150,0
250151,0
250152,1
250153,1
250154,0
250155,0
250156,1
250157,1
250158,0
250159,1
250160,1
250161,0
250162,1
250163,0
250164,1
250165,0
250166,0
250167,1
250168,1
250169,1
250170,1
250171,0
250172,0
250173,1
250174,0
250175,1
250176,1
250177,1
250178,1
250179,1
250180,1
250181,0
250182,1
250183,0
250184,0
250185,1
250186,1
250187,1
250188,0
250189,1
250190,0
250191,1
250192,0
250193,1
250194,0
250195,0
250196,1
250197,1
250198,0
250199,1
250200,0
250201,0
250202,1
250203,1
250204,0
250205,1
250206,1
250207,0
250208,1
250209,1
250210,1
250211,0
250212,1
250213,0
250214,1
250215,1
250216,0
250217,1
250218,0
250219,0
250220,1
250221,0
250222,0
250223,1
250224,0
250225,0
250226,0
250227,0
250228,1
250229,1
250230,0
250231,1
250232,1
250233,0
250234,1
250235,0
250236,0
250237,1
250238,0
250239,1
250240,1
250241,0
250242,0
250243,1
250244,1
250245,1
250246,1
250247,1
250248,1
250249,0
250250,0
250251,0
250252,1
250253,1
250254,0
250255,1
250256,1
250257,1
250258,1
250259,0
250260,0
250261,0
250262,1
250263,1
250264,1
250265,1
250266,1
250267,0
250268,1
250269,0
250270,1
250271,1
250272,1
250273,1
250274,1
250275,0
250276,1
250277,1
250278,0
250279,1
250280,0
250281,0
250282,1
250283,0
250284,1
250285,1
250286,0
250287,1
250288,1
250289,0
250290,1
250291,1
250292,1
250293,0
250294,1
250295,0
250296,0
250297,0
250298,1
250299,1
250300,1
250301,1
250302,1
250303,0
250304,1
250305,0
250306,1
250307,1
250308,1
250309,0
250310,0
250311,0
250312,1
250313,1
250314,0
250315,1
250316,0
250317,1
250318,1
250319,0
250320,0
250321,1
250322,1
250323,0
250324,0
250325,0
250326,1
250327,1
250328,0
250329,1
250330,0
250331,0
250332,0
250333,0
250334,1
250335,1
250336,0
250337,0
250338,0
250339,0
250340,0
250341,0
250342,0
250343,0
250344,0
250345,1
250346,1
250347,1
250348,0
250349,0
250350,0
250351,1
250352,0
250353,0
250354,1
250355,1
250356,0
250357,0
250358,0
250359,1
250360,1
250361,0
250362,1
250363,0
250364,0
250365,0
250366,0
250367,1
250368,0
250369,0
250370,0
250371,1
250372,0
250373,0
250374,0
250375,0
250376,1
250377,1
250378,1
250379,0
250380,0
250381,0
250382,0
250383,0
250384,0
250385,1
250386,0
250387,0
250388,1
250389,0
250390,0
250391,0
250392,0
250393,0
250394,1
250395,1
250396,0
250397,1
250398,0
250399,1
250400,1
250401,1
250402,1
250403,1
250404,1
250405,0
250406,0
250407,0
250408,0
250409,0
250410,1
250411,1
250412,0
250413,1
250414,1
250415,1
250416,1
250417,1
250418,0
250419,1
250420,0
250421,0
250422,0
250423,0
250424,0
250425,1
250426,1
250427,1
250428,1
250429,1
250430,0
250431,1
250432,0
250433,1
250434,1
250435,0
250436,0
250437,0
250438,1
250439,1
250440,0
250441,0
250442,1
250443,0
250444,0
250445,0
250446,0
250447,1
250448,0
250449,0
250450,0
250451,0
250452,1
250453,1
250454,0
250455,0
250456,0
250457,1
250458,1
250459,0
250460,1
250461,0
250462,0
250463,1
250464,1
250465,0
250466,1
250467,1
250468,0
250469,0
250470,0
250471,0
250472,0
250473,1
250474,1
250475,0
250476,0
250477,0
250478,0
250479,1
250480,0
250481,1
250482,0
250483,1
250484,1
250485,1
250486,0
250487,1
250488,1
250489,1
250490,0
250491,1
250492,1
250493,0
250494,0
250495,1
250496,0
250497,0
250498,0
250499,0
250500,1
250501,0
250502,1
250503,1
250504,1
250505,1
250506,1
250507,1
250508,0
250509,1
250510,1
250511,0
250512,0
250513,0
250514,1
250515,0
250516,0
250517,0
250518,1
250519,1
250520,0
250521,1
250522,0
250523,1
250524,0
250525,0
250526,0
250527,0
250528,0
250529,1
250530,1
250531,1
250532,0
250533,0
250534,1
250535,1
250536,1
250537,0
250538,0
250539,0
250540,1
250541,1
250542,0
250543,0
250544,1
250545,0
250546,1
250547,1
250548,0
250549,1
250550,1
250551,0
250552,1
250553,1
250554,0
250555,0
250556,1
250557,1
250558,1
250559,1
250560,0
250561,1
250562,1
250563,1
250564,1
250565,0
250566,1
250567,1
250568,1
250569,0
250570,0
250571,1
250572,0
250573,0
250574,1
250575,0
250576,0
250577,1
250578,1
250579,0
250580,0
250581,1
250582,0
250583,1
250584,0
250585,1
250586,0
250587,1
250588,0
250589,1
250590,1
250591,1
250592,1
250593,1
250594,0
250595,0
250596,0
250597,0
250598,1
250599,0
250600,0
250601,1
250602,1
250603,1
250604,1
250605,1
250606,1
250607,1
250608,0
250609,1
250610,0
250611,0
250612,1
250613,1
250614,1
250615,0
250616,1
250617,1
250618,0
250619,1
250620,0
250621,1
250622,0
250623,1
250624,1
250625,0
250626,0
250627,1
250628,0
250629,0
250630,1
250631,0
250632,0
250633,1
250634,1
250635,0
250636,0
250637,1
250638,0
250639,0
250640,0
250641,0
250642,1
250643,0
250644,1
250645,1
250646,1
250647,1
250648,1
250649,0
250650,0
250651,1
250652,0
250653,1
250654,0
250655,1
250656,0
250657,1
250658,0
250659,1
250660,1
250661,0
250662,0
250663,1
250664,0
250665,1
250666,1
250667,1
250668,0
250669,1
250670,0
250671,0
250672,0
250673,0
250674,0
250675,1
250676,1
250677,0
250678,1
250679,0
250680,1
250681,1
250682,1
250683,1
250684,1
250685,1
250686,1
250687,1
250688,1
250689,1
250690,0
250691,0
250692,0
250693,1
250694,1
250695,1
250696,0
250697,1
250698,0
250699,0
250700,0
250701,0
250702,0
250703,0
250704,1
250705,0
250706,1
250707,0
250708,0
250709,1
250710,1
250711,1
250712,1
250713,0
250714,1
250715,0
250716,0
250717,0
250718,1
250719,0
250720,1
250721,0
250722,1
250723,0
250724,0
250725,1
250726,0
250727,0
250728,0
250729,0
250730,1
250731,1
250732,0
250733,0
250734,0
250735,1
250736,0
250737,1
250738,0
250739,1
250740,1
250741,0
250742,1
250743,1
250744,1
250745,0
250746,0
250747,0
250748,1
250749,1
250750,1
250751,1
250752,0
250753,0
250754,1
250755,0
250756,0
250757,1
250758,0
250759,1
250760,0
250761,0
250762,1
250763,1
250764,1
250765,0
250766,0
250767,0
250768,0
250769,0
250770,0
250771,0
250772,1
250773,0
250774,0
250775,0
250776,1
250777,0
250778,0
250779,0
250780,0
250781,0
250782,1
250783,1
250784,1
250785,0
250786,1
250787,0
250788,1
250789,1
250790,0
250791,1
250792,0
250793,1
250794,0
250795,0
250796,1
250797,1
250798,0
250799,1
250800,1
250801,1
250802,1
250803,1
250804,0
250805,1
250806,0
250807,1
250808,1
250809,0
250810,1
250811,0
250812,1
250813,1
250814,1
250815,1
250816,1
250817,1
250818,0
250819,0
250820,0
250821,0
250822,0
250823,1
250824,0
250825,1
250826,0
250827,1
250828,0
250829,0
250830,0
250831,0
250832,1
250833,0
250834,1
250835,0
250836,1
250837,0
250838,1
250839,1
250840,0
250841,0
250842,0
250843,0
250844,0
250845,1
250846,1
250847,0
250848,1
250849,0
250850,1
250851,1
250852,0
250853,0
250854,0
250855,1
250856,0
250857,0
250858,1
250859,1
250860,1
250861,0
250862,0
250863,1
250864,0
250865,1
250866,0
250867,0
250868,1
250869,1
250870,0
250871,0
250872,0
250873,1
250874,0
250875,0
250876,0
250877,0
250878,1
250879,1
250880,0
250881,1
250882,0
250883,0
250884,1
250885,1
250886,1
250887,1
250888,1
250889,0
250890,0
250891,1
250892,0
250893,0
250894,1
250895,0
250896,0
250897,1
250898,0
250899,0
250900,1
250901,0
250902,0
250903,0
250904,0
250905,1
250906,1
250907,1
250908,1
250909,0
250910,0
250911,0
250912,1
250913,1
250914,0
250915,1
250916,0
250917,0
250918,1
250919,0
250920,0
250921,0
250922,0
250923,1
250924,1
250925,1
250926,1
250927,1
250928,0
250929,1
250930,1
250931,1
250932,0
250933,1
250934,1
250935,0
250936,1
250937,0
250938,0
250939,0
250940,0
250941,1
250942,1
250943,0
250944,0
250945,1
250946,0
250947,1
250948,0
250949,0
250950,0
250951,1
250952,1
250953,0
250954,1
250955,0
250956,0
250957,1
250958,0
250959,0
250960,0
250961,0
250962,1
250963,0
250964,1
250965,1
250966,0
250967,1
250968,1
250969,1
250970,0
250971,1
250972,0
250973,0
250974,1
250975,0
250976,1
250977,0
250978,1
250979,0
250980,0
250981,0
250982,1
250983,0
250984,1
250985,0
250986,0
250987,0
250988,0
250989,0
250990,0
250991,0
250992,1
250993,0
250994,1
250995,1
250996,1
250997,0
250998,0
250999,1
251000,1
251001,0
251002,1
251003,1
251004,1
251005,0
251006,0
251007,1
251008,0
251009,0
251010,1
251011,1
251012,0
251013,0
251014,1
251015,1
251016,0
251017,0
251018,0
251019,0
251020,0
251021,0
251022,1
251023,0
251024,0
251025,1
251026,1
251027,1
251028,1
251029,1
251030,1
251031,0
251032,1
251033,0
251034,0
251035,1
251036,0
251037,1
251038,0
251039,0
251040,0
251041,0
251042,1
251043,0
251044,0
251045,1
251046,0
251047,0
251048,1
251049,0
251050,0
251051,0
251052,0
251053,0
251054,0
251055,0
251056,0
251057,1
251058,0
251059,0
251060,1
251061,1
251062,1
251063,0
251064,1
251065,0
251066,1
251067,0
251068,1
251069,0
251070,1
251071,0
251072,0
251073,0
251074,1
251075,1
251076,1
251077,1
251078,0
251079,0
251080,1
251081,1
251082,1
251083,1
251084,0
251085,1
251086,0
251087,1
251088,1
251089,0
251090,0
251091,0
251092,0
251093,1
251094,1
251095,1
251096,0
251097,0
251098,0
251099,0
251100,0
251101,0
251102,0
251103,0
251104,0
251105,0
251106,0
251107,0
251108,1
251109,0
251110,0
251111,0
251112,1
251113,1
251114,1
251115,1
251116,1
251117,0
251118,0
251119,0
251120,1
251121,0
251122,1
251123,0
251124,1
251125,0
251126,0
251127,1
251128,0
251129,0
251130,0
251131,0
251132,1
251133,1
251134,1
251135,0
251136,0
251137,1
251138,1
251139,0
251140,1
251141,0
251142,1
251143,1
251144,1
251145,0
251146,1
251147,0
251148,1
251149,0
251150,0
251151,1
251152,0
251153,1
251154,0
251155,0
251156,0
251157,1
251158,1
251159,0
251160,1
251161,1
251162,0
251163,0
251164,0
251165,0
251166,0
251167,0
251168,1
251169,0
251170,1
251171,0
251172,0
251173,1
251174,0
251175,1
251176,0
251177,1
251178,1
251179,0
251180,1
251181,1
251182,1
251183,0
251184,1
251185,0
251186,1
251187,1
251188,1
251189,0
251190,1
251191,0
251192,0
251193,1
251194,1
251195,1
251196,1
251197,0
251198,1
251199,0
251200,1
251201,0
251202,0
251203,0
251204,1
251205,0
251206,0
251207,1
251208,0
251209,1
251210,0
251211,1
251212,1
251213,0
251214,0
251215,1
251216,1
251217,1
251218,1
251219,0
251220,1
251221,1
251222,1
251223,0
251224,1
251225,0
251226,0
251227,1
251228,1
251229,0
251230,0
251231,0
251232,0
251233,1
251234,1
251235,1
251236,1
251237,0
251238,0
251239,1
251240,0
251241,0
251242,1
251243,0
251244,0
251245,0
251246,0
251247,1
251248,0
251249,1
251250,0
251251,0
251252,0
251253,0
251254,0
251255,1
251256,0
251257,1
251258,1
251259,1
251260,1
251261,1
251262,1
251263,0
251264,0
251265,0
251266,0
251267,1
251268,0
251269,1
251270,1
251271,1
251272,1
251273,0
251274,0
251275,0
251276,0
251277,0
251278,1
251279,0
251280,1
251281,0
251282,1
251283,0
251284,1
251285,0
251286,0
251287,0
251288,1
251289,0
251290,1
251291,0
251292,0
251293,0
251294,1
251295,1
251296,1
251297,0
251298,1
251299,1
251300,1
251301,0
251302,0
251303,1
251304,0
251305,1
251306,1
251307,0
251308,0
251309,1
251310,0
251311,1
251312,1
251313,0
251314,0
251315,1
251316,0
251317,1
251318,1
251319,1
251320,1
251321,1
251322,1
251323,1
251324,1
251325,1
251326,1
251327,1
251328,0
251329,1
251330,1
251331,0
251332,0
251333,0
251334,0
251335,0
251336,0
251337,1
251338,0
251339,1
251340,0
251341,1
251342,1
251343,0
251344,1
251345,0
251346,1
251347,1
251348,1
251349,0
251350,0
251351,0
251352,0
251353,0
251354,0
251355,0
251356,1
251357,0
251358,0
251359,0
251360,0
251361,0
251362,1
251363,1
251364,0
251365,0
251366,1
251367,0
251368,0
251369,1
251370,1
251371,0
251372,0
251373,0
251374,0
251375,1
251376,1
251377,1
251378,0
251379,0
251380,0
251381,0
251382,0
251383,1
251384,0
251385,1
251386,0
251387,1
251388,0
251389,0
251390,1
251391,1
251392,0
251393,1
251394,0
251395,0
251396,1
251397,0
251398,1
251399,0
251400,1
251401,0
251402,1
251403,1
251404,1
251405,0
251406,0
251407,1
251408,0
251409,0
251410,1
251411,0
251412,1
251413,0
251414,0
251415,0
251416,0
251417,1
251418,0
251419,0
251420,0
251421,0
251422,0
251423,0
251424,0
251425,0
251426,0
251427,1
251428,1
251429,0
251430,1
251431,1
251432,0
251433,0
251434,1
251435,0
251436,0
251437,0
251438,1
251439,0
251440,1
251441,0
251442,1
251443,0
251444,1
251445,0
251446,0
251447,0
251448,1
251449,0
251450,1
251451,0
251452,1
251453,1
251454,0
251455,1
251456,0
251457,1
251458,1
251459,1
251460,1
251461,1
251462,1
251463,0
251464,1
251465,0
251466,0
251467,1
251468,1
251469,1
251470,0
251471,1
251472,1
251473,0
251474,1
251475,1
251476,0
251477,1
251478,1
251479,1
251480,0
251481,0
251482,0
251483,1
251484,0
251485,1
251486,0
251487,0
251488,0
251489,0
251490,0
251491,1
251492,0
251493,1
251494,0
251495,0
251496,0
251497,0
251498,0
251499,1
251500,0
251501,1
251502,0
251503,0
251504,0
251505,0
251506,0
251507,1
251508,0
251509,0
251510,0
251511,1
251512,1
251513,1
251514,0
251515,1
251516,0
251517,1
251518,1
251519,1
251520,0
251521,1
251522,1
251523,0
251524,1
251525,0
251526,1
251527,0
251528,0
251529,0
251530,1
251531,0
251532,0
251533,1
251534,1
251535,0
251536,1
251537,1
251538,1
251539,1
251540,0
251541,1
251542,1
251543,0
251544,0
251545,0
251546,0
251547,1
251548,1
251549,0
251550,1
251551,1
251552,1
251553,1
251554,1
251555,0
251556,1
251557,0
251558,0
251559,0
251560,0
251561,1
251562,0
251563,0
251564,0
251565,0
251566,0
251567,1
251568,0
251569,1
251570,0
251571,0
251572,0
251573,0
251574,1
251575,0
251576,0
251577,0
251578,0
251579,0
251580,0
251581,0
251582,0
251583,1
251584,1
251585,1
251586,1
251587,1
251588,1
251589,1
251590,1
251591,0
251592,1
251593,0
251594,1
251595,0
251596,1
251597,0
251598,1
251599,1
251600,0
251601,0
251602,0
251603,0
251604,0
251605,0
251606,0
251607,0
251608,0
251609,1
251610,1
251611,0
251612,1
251613,1
251614,0
251615,0
251616,0
251617,1
251618,0
251619,1
251620,1
251621,1
251622,1
251623,0
251624,0
251625,1
251626,0
251627,0
251628,0
251629,1
251630,0
251631,0
251632,1
251633,0
251634,0
251635,0
251636,1
251637,0
251638,1
251639,1
251640,0
251641,1
251642,0
251643,0
251644,0
251645,1
251646,0
251647,1
251648,1
251649,1
251650,1
251651,0
251652,0
251653,0
251654,1
251655,0
251656,0
251657,0
251658,1
251659,1
251660,0
251661,0
251662,1
251663,0
251664,1
251665,1
251666,1
251667,1
251668,0
251669,0
251670,0
251671,0
251672,0
251673,0
251674,0
251675,1
251676,1
251677,0
251678,0
251679,0
251680,0
251681,0
251682,1
251683,0
251684,0
251685,1
251686,0
251687,1
251688,0
251689,0
251690,1
251691,1
251692,1
251693,1
251694,0
251695,0
251696,1
251697,1
251698,0
251699,0
251700,0
251701,1
251702,1
251703,1
251704,0
251705,0
251706,0
251707,0
251708,0
251709,0
251710,0
251711,0
251712,0
251713,1
251714,0
251715,1
251716,1
251717,0
251718,1
251719,0
251720,0
251721,0
251722,1
251723,1
251724,0
251725,1
251726,1
251727,1
251728,1
251729,0
251730,1
251731,0
251732,0
251733,0
251734,1
251735,0
251736,0
251737,0
251738,1
251739,1
251740,1
251741,0
251742,0
251743,0
251744,1
251745,1
251746,1
251747,1
251748,1
251749,1
251750,0
251751,0
251752,1
251753,0
251754,0
251755,1
251756,1
251757,0
251758,1
251759,0
251760,1
251761,0
251762,1
251763,0
251764,1
251765,0
251766,0
251767,0
251768,0
251769,1
251770,0
251771,1
251772,1
251773,0
251774,0
251775,1
251776,1
251777,0
251778,0
251779,1
251780,0
251781,0
251782,1
251783,1
251784,1
251785,1
251786,0
251787,0
251788,1
251789,1
251790,0
251791,0
251792,0
251793,1
251794,1
251795,1
251796,0
251797,1
251798,0
251799,0
251800,1
251801,1
251802,0
251803,1
251804,1
251805,1
251806,1
251807,1
251808,1
251809,0
251810,1
251811,1
251812,1
251813,1
251814,0
251815,1
251816,1
251817,0
251818,1
251819,0
251820,0
251821,0
251822,0
251823,0
251824,0
251825,1
251826,0
251827,0
251828,0
251829,0
251830,0
251831,1
251832,1
251833,1
251834,1
251835,1
251836,0
251837,1
251838,0
251839,0
251840,0
251841,0
251842,1
251843,0
251844,0
251845,1
251846,1
251847,1
251848,1
251849,0
251850,1
251851,0
251852,0
251853,1
251854,1
251855,0
251856,1
251857,1
251858,1
251859,0
251860,0
251861,1
251862,1
251863,0
251864,1
251865,0
251866,0
251867,0
251868,1
251869,0
251870,1
251871,1
251872,1
251873,0
251874,0
251875,1
251876,0
251877,1
251878,0
251879,1
251880,0
251881,0
251882,0
251883,0
251884,0
251885,1
251886,0
251887,0
251888,1
251889,0
251890,0
251891,0
251892,0
251893,1
251894,1
251895,1
251896,1
251897,0
251898,1
251899,0
251900,0
251901,0
251902,0
251903,0
251904,0
251905,0
251906,0
251907,1
251908,0
251909,1
251910,0
251911,1
251912,0
251913,0
251914,1
251915,1
251916,1
251917,0
251918,1
251919,0
251920,1
251921,0
251922,1
251923,0
251924,0
251925,1
251926,1
251927,0
251928,1
251929,1
251930,1
251931,0
251932,1
251933,0
251934,1
251935,0
